Débitos,Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tração,Portas,Cor,Airbags,Preco,Numero_proprietarios,Data_ultima_lavagem,Adesivos_personalizados,Radio_AM_FM,Historico_troca_oleo,Idade,Km_por_ano,Dias_desde_ultima_lavagem,Km_imputado
1598.0,MERCEDES-BENZ,ML 350,2008,SUV,Sim,Diesel,3.0,213998.0,6,Automatico,4x4,4-5,Prata,12,282.0,4,2020-01-17,Sim,AM,6,15,14266.533333333333,1080,0
1598.0,MERCEDES-BENZ,ML 350,2008,SUV,Sim,Diesel,3.0,213998.0,6,Automatico,4x4,4-5,Prata,12,282.0,1,2020-04-11,Sim,AM/FM,10,15,14266.533333333333,995,0
0.0,MERCEDES-BENZ,S 550 LONG,2008,Sedan,Sim,Gasolina,5.5,122000.0,8,Tiptronic,Traseira,4-5,Branco,12,300.0,5,2022-04-29,Sim,FM,7,15,8133.333333333333,247,0
0.0,MERCEDES-BENZ,Sprinter,2020,Microonibus,Nao,Gasolina,0.1,30586.48744493243,1,Manual,Traseira,4-5,Bege,0,300.0,3,2022-08-15,Não,FM,10,3,10195.495814977477,139,1
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Sim,Diesel,3.5,185326.19403398855,6,Automatico,4x4,4-5,Prata,12,314.0,4,2022-01-24,Sim,AM/FM,1,9,20591.79933710984,342,1
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,3,2022-09-03,Não,FM,0,13,29442.0,120,0
1077.0,TOYOTA,CHR,2019,SUV,Sim,Gasolina,2.0,24892.362238048554,4,Automatico,Dianteira,4-5,Preto,12,314.0,1,2020-12-19,Não,AM,10,4,6223.0905595121385,743,1
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,4,2021-06-22,Sim,AM/FM,1,8,12863.375,558,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,1,2020-03-07,Não,AM,3,13,29442.0,1030,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,5,2021-04-08,Sim,FM,6,13,21136.23076923077,633,0
707.0,AUDI,Q5,2011,SUV,Sim,Gasolina,2.0,287021.0,4,Automatico,4x4,4-5,Preto,0,314.0,1,2020-09-04,Sim,AM/FM,6,12,23918.416666666668,849,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,136797.047834536,6,Automatico,Traseira,4-5,Prata,12,314.0,4,2020-04-14,Sim,FM,10,12,11399.753986211334,992,1
753.0,HYUNDAI,Tucson,2012,SUV,Sim,Gasolina,2.4,177080.0,4,Automatico,Dianteira,4-5,Prata,0,314.0,1,2020-11-28,Não,FM,2,11,16098.181818181818,764,0
639.0,FORD,Focus,2014,Sedan,Sim,Gasolina,2.0,142330.0,4,Automatico,Dianteira,4-5,Preto,12,314.0,5,2022-07-12,Sim,AM/FM,2,9,15814.444444444445,173,0
862.0,FORD,Escape,2011,SUV,Sim,Híbrido,2.5,130306.0,4,Automatico,4x4,4-5,Verde,0,314.0,3,2022-09-18,Não,FM,10,12,10858.833333333334,105,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Diesel,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,1,2021-02-05,Não,AM/FM,3,13,21136.23076923077,695,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,1,2022-12-08,Não,FM,1,13,29442.0,24,0
862.0,TOYOTA,Camry,2011,Sedan,Sim,Gasolina,2.5,211810.0,4,Automatico,Dianteira,4-5,Vermelho,12,314.0,3,2020-04-10,Sim,FM,0,12,17650.833333333332,996,0
834.0,TOYOTA,Tacoma,2013,SUV,Sim,Gasolina,2.7,158870.0,4,Automatico,Traseira,4-5,Branco,12,314.0,1,2022-07-22,Sim,FM,0,10,15887.0,163,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,2,2020-05-08,Não,AM/FM,10,8,12863.375,968,0
707.0,SUZUKI,SX4,2011,Sedan,Sim,Gasolina,2.0,151357.0,4,Automatico,Dianteira,4-5,Branco,0,314.0,3,2022-10-20,Sim,FM,0,12,12613.083333333334,73,0
1624.0,MERCEDES-BENZ,E 350,2009,Sedan,Sim,Diesel,3.5,266061.0,6,Automatico,4x4,4-5,Preto,12,314.0,3,2020-05-23,Não,AM,1,14,19004.35714285714,953,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,1,2021-08-11,Não,AM/FM,5,8,12863.375,508,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,1,2021-12-15,Sim,AM,6,10,22551.0,382,0
1598.0,BMW,328,2008,Cupê,Sim,Gasolina,3.0,146469.41635016177,6,Tiptronic,4x4,2-3,Branco,12,314.0,1,2022-05-08,Sim,AM,10,15,9764.627756677452,238,1
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Sim,Diesel,3.5,149486.0,6,Automatico,4x4,4-5,Prata,12,314.0,5,2021-11-01,Sim,AM,5,9,16609.555555555555,426,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,4,2021-10-01,Não,AM,4,13,29442.0,457,0
831.0,FORD,Transit,2011,Microonibus,Nao,Diesel,2.4,164000.0,4,Manual,4x4,4-5,Branco,2,314.0,3,2020-07-28,Não,AM,3,12,13666.666666666666,887,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,2,2021-02-10,Sim,AM/FM,3,12,11052.5,690,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,1,2022-07-18,Sim,FM,4,13,21136.23076923077,167,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,4,2021-09-20,Sim,FM,4,10,22551.0,468,0
738.0,CHEVROLET,Cruze,2017,Sedan,Sim,Gasolina,1.4,89896.0,4,Automatico,Dianteira,4-5,Azul,12,314.0,2,2022-10-13,Não,FM,1,6,14982.666666666666,80,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,4,2020-05-29,Não,AM/FM,6,12,11052.5,947,0
781.0,SUBARU,Forester,2012,SUV,Sim,Gasolina,2.5,204579.0,4,Automatico,4x4,4-5,Preto,0,314.0,2,2022-10-25,Sim,FM,1,11,18598.090909090908,68,0
753.0,HYUNDAI,Sonata,2012,Sedan,Sim,Gasolina,2.4,323883.0,4,Automatico,Dianteira,4-5,Azul,12,314.0,3,2022-12-25,Sim,AM/FM,8,11,29443.909090909092,7,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,1,2022-01-13,Não,AM,1,13,29442.0,353,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,138315.2227053879,6,Automatico,Traseira,4-5,Prata,12,314.0,4,2021-07-26,Não,FM,8,12,11526.268558782323,524,1
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,2,2022-09-18,Não,AM/FM,9,12,11052.5,105,0
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Sim,Diesel,3.5,149486.0,6,Automatico,4x4,4-5,Prata,12,314.0,1,2020-05-13,Sim,AM/FM,4,9,16609.555555555555,963,0
586.0,TOYOTA,Prius,2012,Hatchback,Sim,Híbrido,1.8,418667.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,2,2022-06-29,Não,AM,0,11,38060.63636363636,186,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,3,2022-04-24,Não,AM/FM,9,13,21136.23076923077,252,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,4,2020-01-01,Sim,AM/FM,0,6,4467.0,1096,0
2070.0,TOYOTA,4Runner,2018,SUV,Sim,Gasolina,4.0,42318.69637533893,6,Automatico,Dianteira,4-5,Preto,12,314.0,1,2021-03-12,Não,AM/FM,1,5,8463.739275067786,660,1
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,4,2020-10-23,Sim,AM,3,10,22551.0,800,0
645.0,TOYOTA,Prius,2011,SUV,Sim,Híbrido,1.8,326325.0,4,Automatico,Dianteira,4-5,Prata,12,314.0,1,2022-01-12,Não,AM,10,12,27193.75,354,0
586.0,TOYOTA,Prius,2012,Hatchback,Sim,Híbrido,1.8,418667.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,4,2021-03-30,Não,FM,8,11,38060.63636363636,642,0
862.0,TOYOTA,Camry,2011,Sedan,Sim,Gasolina,2.5,211810.0,4,Automatico,Dianteira,4-5,Vermelho,12,314.0,4,2020-02-29,Sim,FM,3,12,17650.833333333332,1037,0
1017.0,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,46413.0,4,Automatico,4x4,4-5,Azul,0,314.0,4,2020-11-14,Não,AM,1,6,7735.5,778,0
1018.0,BMW,X5,2011,SUV,Sim,Diesel,3.0,207544.0,6,Automatico,4x4,4-5,Cinza,12,314.0,1,2022-06-02,Sim,AM,8,12,17295.333333333332,213,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Diesel,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,4,2020-08-23,Não,AM,9,13,21136.23076923077,861,0
531.0,NISSAN,Juke,2012,SUV,Sim,Gasolina,1.6,61018.0,4,Automatico,4x4,4-5,Branco,0,314.0,2,2021-07-24,Não,FM,7,11,5547.090909090909,526,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,2,2021-12-28,Não,FM,8,8,12863.375,369,0
586.0,LEXUS,CT 200h,2012,Hatchback,Sim,Híbrido,1.8,191731.0,4,Automatico,Dianteira,4-5,Prata,12,314.0,4,2022-08-23,Sim,AM,1,11,17430.090909090908,131,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,2,2021-10-15,Não,FM,2,8,12863.375,443,0
862.0,FORD,Escape,2011,SUV,Sim,Híbrido,2.5,130306.0,4,Automatico,4x4,4-5,Verde,0,314.0,4,2020-08-27,Não,AM,5,12,10858.833333333334,857,0
259.0,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,131893.0,4,Automatico,Dianteira,4-5,Marrom,0,314.0,1,2022-05-11,Não,AM,9,9,14654.777777777777,235,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,2,2020-02-27,Sim,AM/FM,7,6,4467.0,1039,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,5,2022-04-25,Não,AM,1,13,29442.0,251,0
382.0,FORD,Fusion,2015,Sedan,Sim,Híbrido,2.0,100815.20339895242,4,Automatico,Dianteira,4-5,Preto,0,314.0,3,2021-03-22,Sim,AM/FM,3,8,12601.900424869053,650,1
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,1,2021-06-19,Não,AM/FM,8,8,12863.375,561,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,4,2020-10-05,Sim,AM,6,8,12863.375,818,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,4,2022-08-01,Sim,AM/FM,1,13,21136.23076923077,153,0
781.0,SUBARU,Forester,2012,SUV,Sim,Gasolina,2.5,204579.0,4,Automatico,4x4,4-5,Preto,0,314.0,5,2022-06-12,Não,AM/FM,0,11,18598.090909090908,203,0
1624.0,MERCEDES-BENZ,E 350,2009,Sedan,Sim,Diesel,3.5,266061.0,6,Automatico,4x4,4-5,Preto,12,314.0,5,2020-02-07,Sim,AM/FM,9,14,19004.35714285714,1059,0
781.0,TOYOTA,Camry,2012,Sedan,Sim,Híbrido,2.5,249422.0,4,Automatico,Dianteira,4-5,Cinza,10,314.0,4,2020-10-10,Não,AM,9,11,22674.727272727272,813,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,5,2020-08-28,Não,FM,4,13,21136.23076923077,856,0
862.0,FORD,Fusion,2011,Sedan,Sim,Gasolina,2.5,325917.0,4,Automatico,Dianteira,4-5,Azul,12,314.0,2,2022-07-14,Sim,FM,5,12,27159.75,171,0
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,248382.01649404154,8,Automatico,Traseira,4-5,Branco,12,314.0,4,2021-01-22,Sim,AM,10,13,19106.308961080118,709,1
880.0,NISSAN,Versa,2018,Sedan,Sim,Gasolina,1.6,64757.0,4,Automatico,Dianteira,4-5,Cinza,12,314.0,4,2020-12-26,Não,AM/FM,6,5,12951.4,736,0
639.0,SUBARU,Forester,2014,SUV,Sim,Gasolina,2.0,110098.0,4,Automatico,4x4,4-5,Branco,0,314.0,1,2021-09-27,Não,AM/FM,1,9,12233.111111111111,461,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,2,2021-02-02,Não,AM,6,10,22551.0,698,0
707.0,SUZUKI,SX4,2011,Sedan,Sim,Gasolina,2.0,158965.13813898308,4,Automatico,Dianteira,4-5,Branco,0,314.0,5,2020-05-04,Sim,FM,8,12,13247.094844915257,972,1
1869.0,CHEVROLET,Traverse,2019,Sedan,Sim,Gasolina,3.6,37480.0,6,Automatico,Dianteira,4-5,Cinza,12,314.0,4,2020-12-04,Não,FM,5,4,9370.0,758,0
155.0,VOLKSWAGEN,Jetta,2015,Sedan,Sim,Diesel,0.2,104685.0,4,Automatico,Dianteira,4-5,Azul,12,314.0,1,2021-11-25,Não,AM/FM,2,8,13085.625,402,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,4,2021-03-11,Sim,AM/FM,6,6,4467.0,661,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,4,2022-02-21,Não,AM/FM,9,10,22551.0,314,0
781.0,MAZDA,Eunos 500,2012,Sedan,Sim,Gasolina,2.5,186450.0,4,Automatico,Dianteira,4-5,Preto,12,314.0,3,2022-12-28,Não,FM,10,11,16950.0,4,0
645.0,HYUNDAI,Elantra,2011,Sedan,Sim,Gasolina,1.8,403538.0,4,Automatico,Dianteira,4-5,Cinza,12,314.0,1,2022-06-08,Sim,AM/FM,10,12,33628.166666666664,207,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,1,2021-12-02,Não,AM/FM,7,6,4467.0,395,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,5,2022-01-13,Sim,AM,8,10,22551.0,353,0
738.0,CHEVROLET,Cruze,2017,Sedan,Sim,Gasolina,1.4,66617.69335016,4,Automatico,Dianteira,4-5,Preto,12,314.0,2,2021-06-17,Não,AM,0,6,11102.948891693333,563,1
2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Sim,Gasolina,6.2,274771.0,8,Automatico,Traseira,4-5,Branco,12,314.0,2,2022-09-12,Não,AM,1,13,21136.23076923077,111,0
3910.0,GMC,Acadia,2001,Picape,Sim,Gasolina,4.8,335739.0,8,Automatico,Traseira,4-5,Verde,12,314.0,3,2022-08-20,Não,AM,7,22,15260.863636363636,134,0
586.0,TOYOTA,Prius,2012,Hatchback,Sim,Híbrido,1.8,418667.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,1,2022-05-30,Sim,AM/FM,0,11,38060.63636363636,216,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,3,2020-12-22,Não,FM,3,8,12863.375,740,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,2,2022-11-27,Não,AM/FM,0,12,11052.5,35,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,1,2021-11-18,Não,AM/FM,2,6,4467.0,409,0
2472.0,JAGUAR,S-type,2003,Sedan,Sim,Gasolina,3.0,173515.29848020137,6,Automatico,Traseira,4-5,Azul,12,314.0,5,2021-01-07,Não,AM,0,20,8675.764924010069,724,1
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,3,2022-06-28,Sim,AM/FM,4,10,22551.0,187,0
834.0,TOYOTA,Tacoma,2013,SUV,Sim,Gasolina,2.7,158870.0,4,Automatico,Traseira,4-5,Branco,12,314.0,1,2020-11-23,Sim,FM,0,10,15887.0,769,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,5,2021-07-08,Não,AM/FM,9,12,11052.5,542,0
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,2,2021-02-04,Sim,AM/FM,9,13,29442.0,696,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,3,2022-06-23,Não,AM/FM,1,6,4467.0,192,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,4,2022-12-15,Sim,AM,1,8,12863.375,17,0
640.0,MITSUBISHI,Outlander,2013,SUV,Sim,Gasolina,2.0,191267.0,4,Automatico,4x4,4-5,Branco,12,314.0,2,2020-04-16,Sim,FM,5,10,19126.7,990,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,1,2021-11-22,Não,AM/FM,2,6,4467.0,405,0
1646.0,LEXUS,GX 460,2015,SUV,Sim,Gasolina,4.6,102907.0,8,Automatico,4x4,4-5,Preto,0,314.0,5,2020-09-15,Sim,FM,10,8,12863.375,838,0
862.0,FORD,Escape,2011,SUV,Sim,Híbrido,2.5,130306.0,4,Automatico,4x4,4-5,Verde,0,314.0,5,2022-11-06,Não,AM/FM,0,12,10858.833333333334,56,0
650.0,FIAT,500,2016,Sedan,Sim,Gasolina,1.4,77600.0,4,Automatico,Dianteira,4-5,Preto,12,314.0,5,2022-05-16,Não,FM,4,7,11085.714285714286,230,0
707.0,AUDI,Q5,2011,SUV,Sim,Gasolina,2.0,287021.0,4,Automatico,4x4,4-5,Preto,0,314.0,1,2021-05-28,Não,FM,1,12,23918.416666666668,583,0
1297.0,BUICK,Century,2011,Sedan,Sim,Gasolina,3.9,198030.0,6,Automatico,Dianteira,4-5,Prata,12,314.0,4,2022-08-21,Não,AM,9,12,16502.5,133,0
259.0,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,131893.0,4,Automatico,Dianteira,4-5,Marrom,0,314.0,5,2020-07-03,Não,AM,10,9,14654.777777777777,912,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,1,2020-10-27,Sim,AM/FM,7,12,11052.5,796,0
1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Sim,Diesel,3.5,132630.0,6,Automatico,Traseira,4-5,Prata,12,314.0,4,2021-01-25,Não,FM,4,12,11052.5,706,0
749.0,CHEVROLET,Captiva,2014,SUV,Sim,Gasolina,2.4,119768.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,3,2021-02-08,Sim,AM,8,9,13307.555555555555,692,0
915.0,JEEP,Grand Cherokee,2014,SUV,Sim,Diesel,3.0,164011.0,6,Automatico,Traseira,4-5,Azul,0,314.0,1,2021-05-07,Não,FM,7,9,18223.444444444445,604,0
1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Sim,Diesel,3.5,149486.0,6,Automatico,4x4,4-5,Prata,12,314.0,4,2020-03-22,Sim,AM,8,9,16609.555555555555,1015,0
629.0,FORD,Fiesta,2015,Sedan,Sim,Gasolina,1.6,90834.45682698333,4,Automatico,Dianteira,4-5,Prata,12,314.0,4,2020-02-01,Sim,FM,10,8,11354.307103372916,1065,1
1017.0,HYUNDAI,Elantra,2017,Sedan,Sim,Gasolina,2.0,110456.0,4,Automatico,Dianteira,4-5,Prata,12,314.0,3,2021-10-04,Não,AM/FM,6,6,18409.333333333332,454,0
862.0,FORD,Escape,2011,SUV,Sim,Híbrido,2.5,130306.0,4,Automatico,4x4,4-5,Verde,0,314.0,1,2020-12-06,Sim,AM/FM,9,12,10858.833333333334,756,0
707.0,FORD,Focus,2011,Sedan,Sim,Gasolina,2.0,242211.0,4,Automatico,Dianteira,4-5,Vermelho,12,314.0,1,2022-12-24,Não,FM,10,12,20184.25,8,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,1,2020-05-09,Não,AM,7,6,4467.0,967,0
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,225510.0,4,Automatico,Dianteira,4-5,Branco,12,314.0,2,2020-09-27,Sim,AM,5,10,22551.0,826,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,1,2022-09-13,Não,AM,9,6,4467.0,110,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Diesel,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,2,2021-04-28,Sim,FM,4,6,4467.0,613,0
761.0,TOYOTA,Prius,2010,Hatchback,Sim,Híbrido,1.8,287146.0,4,Automatico,Dianteira,4-5,Azul,12,314.0,2,2020-05-10,Sim,AM/FM,4,13,22088.153846153848,966,0
333.0,FORD,Fusion,2014,Sedan,Sim,Híbrido,2.0,124493.0,4,Automatico,Dianteira,4-5,Branco,0,314.0,3,2021-09-04,Sim,AM/FM,3,9,13832.555555555555,484,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Diesel,2.0,26802.0,4,Automatico,Traseira,4-5,Preto,12,314.0,2,2020-07-26,Sim,FM,0,6,4467.0,889,0
531.0,NISSAN,Juke,2012,SUV,Sim,Gasolina,1.6,137256.75101986795,4,Automatico,4x4,4-5,Branco,0,314.0,4,2020-03-30,Sim,AM/FM,10,11,12477.886456351633,1007,1
1399.0,LEXUS,RX 450,2010,SUV,Sim,Híbrido,3.5,382746.0,6,Automatico,4x4,4-5,Prata,12,314.0,2,2022-01-09,Não,AM,5,13,29442.0,357,0
333.0,FORD,Fusion,2014,Sedan,Sim,Híbrido,2.0,124493.0,4,Automatico,Dianteira,4-5,Branco,0,314.0,5,2022-12-19,Não,AM,10,9,13832.555555555555,13,0
259.0,CHEVROLET,Volt,2014,Hatchback,Sim,Híbrido,1.4,131893.0,4,Automatico,Dianteira,4-5,Marrom,0,314.0,2,2020-08-03,Sim,AM,3,9,14654.777777777777,881,0
934.0,NISSAN,Rogue,2015,SUV,Sim,Gasolina,2.5,76885.0,4,Automatico,4x4,4-5,Preto,12,314.0,1,2020-01-04,Sim,FM,9,8,9610.625,1093,0
0.0,TOYOTA,Land Cruiser Prado,2017,SUV,Sim,Diesel,2.7,45000.0,6,Tiptronic,4x4,4-5,Preto,8,345.0,4,2020-02-07,Sim,FM,2,6,7500.0,1059,0
0.0,MERCEDES-BENZ,C 300,2019,Sedan,Sim,Gasolina,3.0,27997.78581395618,8,Tiptronic,Traseira,4-5,Branco,12,350.0,4,2020-01-21,Não,FM,9,4,6999.446453489045,1076,1
0.0,BMW,535 M,2012,Sedan,Sim,Gasolina,3.5,140000.0,6,Tiptronic,Traseira,4-5,Branco,12,350.0,3,2021-10-08,Não,AM,5,11,12727.272727272728,450,0
0.0,TOYOTA,Land Cruiser 200,2018,SUV,Sim,Gasolina,4.0,15000.0,8,Automatico,4x4,4-5,Preto,12,370.0,1,2022-12-15,Não,AM/FM,10,5,3000.0,17,0
505.0,HONDA,Accord,2018,Sedan,Sim,Híbrido,2.0,42078.0,4,Automatico,Dianteira,4-5,Branco,12,392.0,5,2021-12-26,Sim,FM,10,5,8415.6,371,0
761.0,TOYOTA,Prius,2010,Hatchback,Sim,Híbrido,1.8,267165.0,4,Automatico,Dianteira,4-5,Branco,12,392.0,4,2022-07-12,Não,FM,3,13,20551.153846153848,173,0
781.0,TOYOTA,Camry,2012,Sedan,Sim,Híbrido,2.5,314373.0,4,Automatico,Dianteira,4-5,Cinza,12,392.0,4,2022-06-10,Sim,AM,3,11,28579.363636363636,205,0
1273.0,TOYOTA,Tacoma,2009,Picape,Sim,Gasolina,2.7,335291.0,4,Automatico,Traseira,4-5,Branco,12,392.0,5,2022-10-27,Não,AM,2,14,23949.35714285714,66,0
1091.0,TOYOTA,RAV 4,2016,SUV,Sim,Gasolina,2.5,125675.0,4,Automatico,4x4,4-5,Vermelho,12,392.0,1,2021-11-14,Sim,FM,8,7,17953.571428571428,413,0
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,45358.48174156255,4,Automatico,Traseira,4-5,Preto,12,392.0,3,2020-11-05,Sim,AM,2,6,7559.746956927092,787,1
1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Sim,Gasolina,2.0,49224.651919607604,4,Automatico,Traseira,4-5,Preto,12,392.0,1,2021-12-09,Não,AM/FM,8,6,8204.108653267935,388,1
1307.0,CHEVROLET,Camaro,2015,Sedan,Sim,Gasolina,3.6,99897.18231290864,6,Automatico,Traseira,4-5,Vermelho,12,392.0,5,2020-01-05,Não,FM,1,8,12487.14778911358,1092,1
779.0,TOYOTA,Camry,2013,Sedan,Sim,Híbrido,2.5,232032.0,4,Automatico,Dianteira,4-5,Prata,12,392.0,2,2022-11-15,Não,AM,6,10,23203.2,47,0
